,Textos_espanol,sdg
730,"Describe las actividades de seguimiento inmediatamente después de la adopción de la SCR 1325, y destaca las estrategias y tácticas utilizadas y el creciente desarrollo concertado de planes de acción nacionales, centrándose en el Plan de Acción Nacional de Liberia como ejemplo. Dado que las operaciones de apoyo a la paz generalmente no incluyen a las mujeres, sus perspectivas a menudo se marginan, especialmente en el nivel de toma de decisiones. Ahora es un hecho comúnmente reconocido que durante los conflictos armados, las mujeres se convierten en blanco de agresiones sexuales y de género sistemáticas por parte de diferentes facciones en guerra, con perpetradores que van desde las fuerzas armadas regulares hasta las fuerzas de mantenimiento de la paz.9 Tortura sexual, violación, esclavitud sexual, embarazo forzado,",5
731,"La ley de enmienda incluía disposiciones para mejorar el tratamiento y la atención de las personas drogodependientes. Permitió la gestión de la drogodependencia y, en ese contexto, legitimó la sustitución de opiáceos, el mantenimiento y otros servicios terciarios. La ley de modificación también derogó la imposición obligatoria de la pena de muerte en caso de reincidencia por tráfico de grandes cantidades de drogas.",3
732,"Continuará la recopilación de exceso de mortalidad y suicidio después del alta, al igual que el trabajo de investigación y desarrollo sobre el suicidio de pacientes hospitalizados. Para aquellos indicadores que se informan públicamente, la recopilación de datos de Noruega parece estar mejorando año tras año, lo cual es muy prometedor. Sin embargo, hay deficiencias claras, como se identifica en la Tabla 4.3.",3
733,"Tres estados tenían tasas de mortalidad infantil de cinco años o menos (Chipre y Malta con cinco y Singapur con tres). El mismo número tenía tasas de más de 100 por 1000 nacidos vivos (Comoras, 105, Gambia, 109 y Guinea-Bissau, 195). Esto representa una diferencia de 65 veces en el riesgo relativo de muerte para niños menores de cinco años en los 46 estados pequeños.",3
734,"Es importante que, en el futuro, las acciones para garantizar la igualdad también incluyan medidas para empoderar a las mujeres para que puedan acceder a puestos de liderazgo (convirtiéndolas en modelos a seguir) y participar en la toma de decisiones en igualdad de condiciones con los hombres. El servicio civil de México debe considerar más políticas e iniciativas para mejorar el compromiso de las mujeres en sectores donde están subrepresentadas. Los puestos gerenciales en departamentos como Marina, Gobernación y Hacienda y Crédito Público están dominados por hombres. Al igual que en el sector privado, son más pequeños entre los trabajadores más jóvenes y más amplios en el extremo superior de la distribución del ingreso.",5
735,"Ha cambiado la distribución de las diferentes tareas, deberes y derechos, así como las expectativas relacionadas con el género. Una consecuencia de estos cambios es que muchas mujeres han tenido mejores posibilidades de recibir educación y participar en actividades del mercado laboral (Poppel, M. 2010, Statistics Greenland 2014). Poppel, M. 2010). La siguiente figura muestra los cambios en el empleo por comercio e industrias durante un largo período de tiempo (1834-2010).",5
736,"En los otros cuatro países, persisten las diferencias sobre el procedimiento de divorcio. Además, ninguno de los países ofrece igualdad en las disposiciones sobre tutela y cabeza de familia o en los arreglos financieros que se aplican al cuidado de los hijos en caso de divorcio. A menudo se incorporan al sector informal, especialmente si carecen de experiencia laboral previa, y es posible que deban aceptar trabajos extenuantes y mal remunerados sin protección social.",5
737,"Esto podría proporcionar una forma eficiente y efectiva de reunir a diferentes proveedores educativos con empresas clave (públicas y privadas) para proporcionar vías de aprendizaje significativas y empleo sostenible. Esto ayudaría a informar la provisión de educación en todos los niveles. Los sistemas del mercado laboral para graduados más efectivos en toda la región se basan en la recopilación de inteligencia integral del mercado laboral, la publicación en línea de los datos en un solo lugar para mejorar la capacidad de los estudiantes para tomar decisiones racionales sobre sus estudios y para ayudar a los graduados y los empleadores se reúnan y los estudiantes obtengan empleo, y usar los datos estratégicamente para identificar las prioridades regionales y, a nivel institucional, para responder a los datos en términos de provisión de cursos y habilidades específicas del empleador.",4
738,"De gran preocupación, las tasas de mortalidad checas por cardiopatías isquémicas y accidentes cerebrovasculares siguen siendo las cuartas más altas de la OCDE con 260,4 y 106,4 muertes respectivamente por 100 000 habitantes en 2011 (en comparación con los promedios de la OCDE de 122,2 y 69,1). Este capítulo explora la calidad de estos servicios para el cáncer de mama, de cuello uterino y colorrectal, los tres tipos de cáncer con la mayor carga de mortalidad en la República Checa para los que se dispone de pruebas de detección. También se considera la calidad de la prevención primaria y secundaria de las enfermedades cardiovasculares (incluida la diabetes, el tema central del capítulo 4).",3
739,"La medida, que sigue una recomendación de la Encuesta de 2010*, debería ayudar a contratar y retener a mejores docentes ya que, después de muchos años de congelación salarial, los salarios de los docentes se habían vuelto muy bajos en comparación con otras ocupaciones con el mismo nivel de calificación. El preescolar será obligatorio para los niños mayores de tres años en 2015 (el 94% ya asiste), lo que es un paso positivo dado que la matriculación generalmente mejora los resultados educativos de los niños con antecedentes de pobreza. El llamado programa Sure Start tiene como objetivo apoyar a los niños pequeños en áreas desfavorecidas brindando apoyo pedagógico y social en centros dedicados y promoviendo la participación de los padres. Para reducir la deserción escolar, en 2013 se pusieron en marcha los programas Bridge para ayudar a los alumnos con bajo rendimiento en la educación primaria a adquirir habilidades básicas y una cualificación profesional parcial, y se puso en marcha un programa de apoyo extraescolar (TANODA).",4
740,"Los casos exitosos de iniciativas conjuntas podrían informar este proceso. La incorporación de la perspectiva de género también debe ir más allá de proporcionar datos desglosados ​​por sexo para todas las áreas de resultados del Plan Estratégico. En este sentido, los méritos de integrar la Estrategia de Igualdad de Género como parte del próximo plan estratégico (2018 en adelante) deben recibir una seria consideración.",5
741,"La innovación que aproveche estas nuevas oportunidades se beneficiará del intercambio de conocimientos y prácticas sobre cómo implementar reformas con éxito. Esta investigación enfatiza particularmente la necesidad de utilizar diversas estrategias para enseñar y aprender en diferentes circunstancias. Esto significa que incluso si este informe se centra en los REA, es decir, en los recursos educativos y, en particular, en los medios educativos, intentará mantener el foco en la interacción de los procesos y la infraestructura organizativos, los medios para utilizar las redes y la colaboración, y los conocimientos (dados y perdidos). ) de la investigación.",4
742,"Tales leyes también son causa de apatridia. Si la familia residía en el país del padre y el padre fallecía o abandonaba a la familia, la madre tendría que permanecer en ese país (con cualquier problema de nacionalidad que pudiera haberle presentado) o abandonar a sus hijos para regresar a Egipto. Esto constituye discriminación contra la mujer y es contrario a lo dispuesto en el artículo 18 de la Constitución de Bahrein en el que se reconoce la igualdad entre las personas en derechos y deberes, sin discriminación por motivos de género, origen, idioma, religión o creencias.",5
